index,Vietnamese,Rating,emotion
3128,hàng giao đóng gói sơ sài. bị móp méo. thất vọng về dịch vụ giao hàng của lazada.,2,negative
3129,"Hàng giao đúng hẹn, đúng mặt hàng đã quảng cáo, Nhân viên giao hàng nhanh nhẹn, Đóng gói cẩn thận, Shop tư vấn nhiệt tình!",5,positive
3130,Hàng giao đúng hình mô tả. Thực tế nồi chuẩn đẹp và chất lượng cao. Nhà đã có nắp vừa nên mua rất phù hợp và hài lòng. Xứng đáng đồng tiền bát gạo.,5,positive
3131,"hàng giao đúng mẫu chảo cầm nặng tay rất xịn. nhưng mua 2 lần đều bị hàng lỗi móp méo phải lên hãng để đổi hàng. shop bán hàng nên kiểm tra sản phẩm cho kh trước khi giao , shop bán hàng giảm giá thì cũng phải giao đàng hoàn . rất mất thời gian đy đổi hàng",5,positive
3132,"hàng giao đúng ngày,  đóng gói cẩn thận,  hàng đẹp, hàng thật giống hình,  chất lượng hoàn thiện t",5,positive
3133,"Hàng giao đúng ý; chị giao hàng LEX rất tích cực, thân thiện.",5,positive
3134,"Hàng giao giống hình đong goi can thận, đẹp",5,positive
3135,"Hàng giao khá nhanh, có đọc comment thấy nhiều ng bị móp nồi này nọ, cũng lo nhưng may sao mình ko bị :D nồi chảo tefal nhìn rất xịn xò. Cám ơn shop và lazada :D",5,positive
3136,Hàng giao khá nhanh. Đã test thử nấu cơm và nấu áp suất ok. Nồi hoạt động rất tốt. Các món nấu nhanh hơn nhiều so với cách nấu truyền thống. Món sườn thấm vị đậm đà. Hệ thống điều khiển được thiết kế thân thiện cùng giao diện tiếng Việt dễ sử dụng. Điểm không hài lòng là không phải hàng mới nguyên đai nguyên kiện. Sticker dán sẵn không ngay ngắn. Sách nấu ăn quăn góc và dính bẩn. ,5,positive
3137,"Hàng giao không đủ số lượng đã đặt. Trong khi vẫn phải thanh toán rồi mới được kiểm hàng. Khi vào thực hiện thao tác hoàn tiền theo hướng dẫn của lazada thì ko thể chọn phương thức thanh toán qua tài khoản vì hệ thống liên tục báo lỗi, chỉ có thể chọn mã giảm giá. Tôi vẫn đang đợi lazada xử lý hoàn tiền để thực hiện mua bổ sung sản phẩm dù biết đặt hàng lại ko được giảm giá 5% giống như mua 2 sp cùng lúc nữa. Buồn.",2,negative
3138,"Hàng giao lazada đóng gói chắc chắn, sản phẩm đẹp, chấm 5 sao, sẽ mua sản phẩm Tefal cho căn bếp gia đình",5,positive
3139,hàng giao nhanh,5,positive
3140,"Hàng giao nhanh - đóng gói cẩn thận - chuẩn y hình . Trông chảo hình thức đẹp, chuẩn tefal, cầm chắc tay, . Sẽ ủng hộ tiếp",5,positive
3141,"Hàng giao nhanh , chảo xài rất thích, chống dính tốt, đã mua chảo sâu lòng 28cm thấy tốt nên đặt mua thêm 😀😀",5,positive
3142,"Hàng giao nhanh , đóng gói cẩn thận . 
Hàng đẹp , sang trọng .",5,positive
3143,"hàng giao nhanh ,dóng gói tốt ,chảo km dùng rất thích",5,positive
3144,"Hàng giao nhanh ,đóng thùng cẩn thận trong 24h ,đợi quà từ khi nhận hàng 30-40 ngày nhá ! 5*",5,positive
3145,Hàng giao nhanh . máy chạy êm lắm. Nhưng e thắc mắc là lúc đậy là kín rồi . Nhưng lúc nó làm nóng -> áp suất thì nắp nồi bị hở như này thì là nồi bị lỗi ạ ?,5,positive
3146,Hàng giao nhanh … giá cực tốt sản phẩm cầm tay siêu nhẹ 👍Quất 2 bộ luôn 😁thanks shop,5,positive
3147,hàng giao nhanh chất lượng tốt 5*,5,positive
3148,Hàng giao nhanh chóng.Chất lượng sẽ đánh giá sau 1 thời gian sử dụng nhưng nhìn chung là ổn. Hình ảnh minh họa,4,positive
3149,"hàng giao nhanh đặt trưa qua mà sáng nay đã giao. Nồi đẹp, nấu cơm vừa nhanh vừa ngon, đủ độ ráo mà vẫn dẻo thơm.",5,positive
3150,hàng giao nhanh đóng gói kỹ nhìn noi chan chắn còn bền hay ko chua sử dụng chưa biết ..............,5,positive
3151,"Hàng giao nhanh hơn dự kiến,hài lòng lắm luôn. Trời ơi. Chỉ là mình không ngờ nó bé hơn trogn tưởng tưởng một chút. Chắc lần sau phải đặt một cái to hơn rồi.",5,positive
3152,"Hàng giao nhanh mặc dù đang mùa dịch, đóng gói rất cẩn thận. Mua đuoc giá sale rất tốt, sẽ ủng hộ tiếp",5,positive
3153,"Hàng giao nhanh ngoài mong đợi, chảo chất lượng, chắc chắn lắm.",5,positive
3154,Hàng giao nhanh- sp như hình,5,positive
3155,"hàng giao nhanh thật sự , đặt 11/11 mà 13 đã nhận rồi , cảm nhận ban đầu chảo đẹp , còn chất lượng thì âu mới đánh giá dc",5,positive
3156,Hàng giao nhanh trong mùa dịch. Ai thích nhẹ nên chọn dòng này. Đợt e mua cái 28cm dòng so chef cầm muốn đuối 🤣,5,positive
3157,"hàng giao nhanh xịn sò lần này đóng gói ổn chảo còn nguyên vẹn ko bị móp, nhà mình tin dùng Tefal",5,positive
3158,"hàng giao nhanh, cầm chắc tay. chưa dùng lên chưa đánh giá chính xác được. hy vọng dùng bền. .",5,positive
3159,"Hàng giao nhanh, chảo cứng cáp. Nhưng có vẻ bị mop nhẹ. Mình lười đổi trả nên lấy luôn. Săn dc giá sale 230k quá ổn",5,positive
3160,"Hàng giao nhanh, chảo đẹp",5,positive
3161,"hàng giao nhanh, chảo xịn nhất may mà săn sale được cái giá quá rẻ, cảm ơn shop❤️❤️❤️❤️❤️❤️❤️❤️",5,positive
3162,"hàng giao nhanh, chất lượng tốt, đóng gói cẩn thẠn",5,positive
3163,"Hàng giao nhanh, đẹp",5,positive
3164,"hàng giao nhanh, đóng gói cẩn thận",5,positive
3165,"Hàng giao nhanh, đóng gói cẩn thận, chưa sài nên chưa đánh giá chất lượng. NV giao hàng tự ý thu thêm tiền của khách, nê không hài lòng lắm shop cần cải thiện",5,positive
3166,"hàng giao nhanh, đóng gói cản thận, lazada có tâm.chưa dùng nhưng rất tin tưởng hãng tefal.",5,positive
3167,"Hàng giao nhanh, đóng gói cẩn thận. Bàn ủi dùng nhẹ tiện lợi. Mình rất thích sản phẩm này ! Sẽ ủng hộ và mua thêm nhiều sản phẩm của hãng.",5,positive
3168,"hàng giao nhanh, đóng gói chắc chắn.",5,positive
3169,"Hàng giao nhanh, đóng gói kỹ lưỡng. Tuy nhiên nhìn chảo mỏng, hoặc có thể do mình chưa xài qua nên chưa biết chất lượng. Hy vọng xài bền lâu",4,positive
3170,"Hàng giao nhanh, đóng hàng chắc chắn.",5,positive
3171,"Hàng giao nhanh, giá khuyến mãi rất tốt. còn được tặng thêm chảo, mẹ mình rất tốt. khi nào dùng mình sẽ review thêm",5,positive
3172,"Hàng giao nhanh, giá mềm, đóng gói rất cẩn thận. Cảm quan thấy chảo đẹp, xuất xứ rõ ràng, đúng như quảng cáo. Chất lượng sẽ nhận xét sau 1 thời gian sử dụng.",5,positive
3173,"Hàng giao nhanh, giá sale tốt. Chảo chất lượng ok cần xài thêm một thời gian để biết độ bền",5,positive
3174,"Hàng giao nhanh, màu đen đẹp, nhìn chắc chắn, đợi sử dụng thử xem sao kkk Mà sao mình mua săn sale 0-2h sáng lại ko dc giao cái nồi tay cầm nhỉ???",5,positive
3175,"Hàng giao nhanh, mình canh 11/11 mua đc giá tốt nên rất hài lòng",5,positive
3176,"Hàng giao nhanh, nhân viên thân thiện, sản phẩm tặng kèm đơn hàng hơn 2tr. chất lượng tốt ấm nhỏ gọn phù hợp đun nước pha trà. 5 sao",5,positive
3177,"hàng giao nhanh, sản phẩm đóng gói tốt nguyên vẹn mới tinh, nhà mình luôn tin dùng sản phẩm của Tefal",5,positive
3178,"Hàng giao nhanh, sản phẩm phù hợp với giá tiền",5,positive
3179,"hàng giao nhanh, shop đóng gói cẩn thận, chống dính tốt",5,positive
3180,"Hàng giao nhanh, thiết kế đẹp, tiếng Việt dễ sử dụng. Chất lượng Châu âu mà mua đc giá này là quá hợp lý. Tuy nhiên, mua trong giờ vàng shop có khuyến mãi thêm 01 cái chảo chống dính nhưng không thấy. Nói chung là tuyệt vời.",5,positive
3181,"Hàng giao nhanh, tối đặt, sang hôm sau giao rồi, rất hài lòng về sản phẩm. Sẽ mua thêm nồi chiên không dầu sử dụng thử",5,positive
3182,hàng giao nhanh. chất lượng tốt,5,positive
3183,Hàng giao nhanh. Đẹp như QC mới đưa vào sử dụng nên chưa biết chất lương. Không thấy gửi kèm Hóa đơn bán hàng và Phiếu bảo hành. đề nghị shop xem lại và gửi bổ xung theo đúng QC đơn hàng,5,positive
3184,Hàng giao nhanh. Đóng gói kỹ nhưng chảo hơi bị trầy buồn chút,5,positive
3185,"Hàng giao nhanh. mua đợt sales 7/5 mà ngày 9/5 đã nhận. Kèm gói quà 3 chai gia vị và sách hướng dẫn những món dùng nồi chiên. Đọc gói kỹ, hàng đẹp nhìn chất.",5,positive
3186,"Hàng giao nhanh. Nồi đẹp y hình. Dễ sử dụng, độ bền thì phải sử dụng lâu dài mới đánh giá dc.",5,positive
3187,Hàng giao nhanh. sản phẩm đúng như hình,5,positive
3188,hàng giao nhanh.gói kỹ đẹp,5,positive
3189,"hàng Giao nhanh.san phẩm mẫu mã đẹp, chắc chắn.chong dính rất tốt.chi còn cần thời gian kiểm chứng độ bền của chống dính nữa",5,positive
3190,Hàng giao nhanh…. Siêu nhẹ luôn …!!! Ưng ý lắm,5,positive
3191,"Hàng giao rất nhanh , chảo hơi móp chút .",5,positive
3192,"Hàng giao rát nhanh. Gói ngoài chỉ có lớp nilon mỏng, không có chống sốc nên hộp bị rách lung tung. Khai báo bảo hàng siêu nhanh và không yêu cầu thông tin mua hàng gì cả.",5,positive
3193,hàng giao rồi chưa sài chưa biết nói chung hàng đẹp giao nhanh cứ cho sốp 5 sao,5,positive
3194,Hàng giao siêu nhanh đặt hôm trước hôm sau đã nhận được hàng.mới dùng thấy cũng ổn. khá hài lòng,5,positive
3195,Hàng giao sieu nhanh luôn. Đặt hôm trước hôm sau nhận được hàng. Hàng đẹp lắm. Dùng rất thích,5,positive
3196,"Hàng giao siêu nhanh, đặt hôm trước hôm sau đã giao. Sản phẩm dùng vô cùng ưng ý Kdkdnxkxkdjcn",5,positive
3197,"Hàng giao siêu nhanh, đóng gói kỹ . Nồi dày, đẹp. Nên mua nha mn",5,positive
3198,"Hàng giao siêu nhanh. Chat shop trả lời nhanh, nhiệt tình. Mong là ấm dùng tốt như các hàng khác của Tefal",5,positive
3199,"Hàng giao siêu tốc, hôm trước hôm sau đã có hàng. Đóng gói cẩn thận, tuy nhiên sản phẩm hơi bị vênh nên nắp không đậy kín được nồi.",5,positive
3200,"Hàng giao tới bị móp méo tùm lum hết, set 3 món mà hết 2 món bị móp rồi, nắp nồi đóng ko khớp luôn, mình ở HCM, cứ nghĩ shop sẽ gói kỹ nhưng mở hàng ra thất vọng thật sự. Bộ nồi chảo rất dày và đẹp nhưng nhìn bị móp méo tùm lum như vậy bực lắm luôn. Update: shop đã liên hệ lại với mình để đổi trả tận nhà, dịch vụ chăm sóc khách hàng khá tốt, nên những bạn lỡ có nhận hàng mà có vấn đề thì cứ yên tâm sẽ được shop bảo hành nha.",5,positive
3201,Hàng giống hình ko biết có bền ko xài rồi mới biết.giao hàng nhanh trong ngày lun,5,positive
3202,"Hàng giống mô tả, giao hàng rất nhanh, đầy đủ đơn hàng, giá cả hợp lý, đã mua lần 2",5,positive
3203,"Hàng giống như quảng cáo, đóng gói rất cẩn thận, vote 5 sao cho shop",5,positive
3204,"Hàng gói cực cẩn thận, ko bị móp méo gì, mới dùng nên chất lượng ok lắm.",5,positive
3205,"Hàng gói rất cẩn thận, chảo xinh như ý. Độ bền phải dùng lâu dài mới đánh giá đúng nhưng tin ở thương hiệu của shop. Sẽ ủng hộ lâu dài",5,positive
3206,"Hàng hiệu, chính hãng, đẹp long lanh! Đóng gói cẩn thận, giao hàng nhanh, sau mấy hôm đã nhận được rồi! 5*",5,positive
3207,"hàng hóa chả có gì để chê, còn riêng vận chuyển thì mình khuyên mọi người 1 câu, thấy best express giao hàng thì nên hủy mua lại đơn khác bên vận chuyển khác còn mau hơn, nhận hàng từ ngày 9 ở bắc ninh chuyển về quảng ngãi đúng 27 ngày thì nên đóng cửa công ty vận chuyển giùm, đỡ ảnh hưởng người khác",4,positive
3208,"Hàng khá đẹp, chắc chắn",5,positive
3209,"Hàng khá mỏng Sơn dưới mới dùng lần đầu đã xước không biết xài được lâu không nữa , giao hàng khá nhanh",5,positive
3210,"Hàng khá ok, tuy nhiên mình nhầm vì chảo ko sử dụng được cho bếp điện.",4,positive
3211,"Hàng khá xịn xò, nồi tầm gia đình nhỏ là vừa. khá ưng ý. hi vọng dùng thích, đóng gói sp chắc chắn nhé",5,positive
3212,"hàng không tốt, sao nhiều người cho 5* vậy không biết. Chẳng hạn cái chảo chiên 24cm nhé ra lòng phải bằng phẳng để dầu ăn trải đều thì nó lại vồng lên ở giữa làm chỗ đó không có dầu ăn, rất là khó chiên đồ. Hàng đặt thì mãi mới chốt đơn và gửi hàng. Nói chung tuy thương hiệu Pháp nhưng rởm quá, không lẽ do sản xuất tại VN nên nó tệ",1,negative
3213,"Hàng khuyến mãi đẹp, chất lượng ",5,positive
3214,Hàng khuyến mãi đi nhanh hơn Chảo nha 😅😅😅,5,positive
3215,hàng khuyến mãi kèm theo. nhưng thấy cũng chắc chắn và đẹp.,5,positive
3216,hàng khuyến mãi mà còn to gấp đôi hàng mua. mở ra mà hết cái hồn. tối hôm trước đặt hôm sau đã nhận được hàng. cảm ơn lazada mall,5,positive
3217,"Hàng khuyến mãi nhưng chất lượng rất tốt, giao hàng nhanh",5,positive
3218,"hàng khuyến mai nhưng chất lượng, giao nhanh...................................",5,positive
3219,"Hàng KM nhưng rất đẹp, đóng gói rất cẩn thận, giao hàng nhanh",5,positive
3220,Hàng kmai theo nồi nhưng đẹp,5,positive
3221,"hàng ko dùng đuọc trên bếp từ ,sao ko nói luôn để khách đừng mua",1,negative
3222,"Hàng Made in France đây. 
Nhận được một cái chảo méo xẹo. Bên này đổ cho bên kia rồi đổ cho vận chuyển. Cái chảo dày, cứng như thế trong khi cái thùng hàng thì nguyên vẹn, chứng tỏ hàng đã méo trước khi đóng gói. Sau khi claim cả tuần, chat với suppot dài cả mét thì nhận được câu trả lời sẽ hỗ trợ đổi sản phẩm khác. Tưởng là kết thúc có hậu, nhưng đến nay đã là 2 tuần từ ngày claim, gần 1 tháng từ ngày mua vẫn chưa thấy gì, quá luôn cả hạn đổi trả. Nay vào comment không lại quá nốt hạn đánh giá.",1,negative
3223,"Hàng mang thương hiệu Pháp nhưng xuất xứ hoàn toàn TQ , có HDSD bằng tiếng Việt là ưu điểm nổi bật của nhãn hàng nhập khẩu . Đọc kỹ HDSD thì khởi dùng máy khá ok ! Hơi phụt ra mạnh , ủi là phẳng Bình nước 120ml ???? Quá nhỏ ,chỉ ủi khoảng 01 bộ quần áo là phải chờ nạp nước ( chờ nguội ) Công suất mỗi nơi ghi mỗi khác ( 1.100 w - 1.300 w - 1.500w ) không có chuẩn Không có túi đựng như ghi trong bộ sp ! Bước đầu dùng đạt ý muốn , để qua thgian sd lâu dài mới biết tính khả dụng",5,positive
3224,"Hàng mẫu mã đẹp nhìn chắc chắn... mua phòng hao nên chưa đúng chưa biết ntn
Hàng mẫu mã đẹp nhìn chắc chắn... mua phòng hao nên chưa đúng chưa biết ntn sẽ ủng hộ nếu sale nhiều hơn
Hàng mẫu mã đẹp nhìn chắc chắn... mua phòng hao nên chưa đúng chưa biết ntn sẽ ủng hộ nếu sale nhiều hơn mk ơi
Hugffdfghhjjjhgvcxsdfghjjkjnbbvvfffdff",5,positive
3225,"Hàng mẫu mã đẹp, giao hàng nhanh, nấu được nhiều món cực kỳ nhanh gọn lẹ, đang lúc sale mua dc với giá tốt",5,positive
3226,hàng mới 100% đẹp,5,positive
3227,"hàng mới cứng, chưa sử dụng, nên không biết thế nào, shop giao hàng nhanh!",5,positive
3228,"hàng mới dày dặn, nặng tay, đẹp mặt. còn nguyên hộp. mà chưa nấu thử. chiều nấu sẽ nhận xét thêm. giao hàng siêu nhanh, mua sale thấy giá khá ổn.",5,positive
3229,"hàng mới full hộp, nhìn đẹp, chắc chắn giống ảnh. giá khá hợp lý khi đc tặng 1 chảo.",5,positive
3230,"hàng mới,đẹp,đúng như mô tả mà lợi dụng dịch bệnh nên giao hàng lâu quá.không có nồi nấu nên cà nhà ăn khoai với nhai bao nylon hơn nửa tháng lun.oải",5,positive
3231,"Hàng mua của Tefal store nên yên tâm về chất lượng. Hình thức đẹp, máy chắc chắn. Xay sữa hạt uống rất mịn và ngon. Nói chung rất hài lòng.",5,positive
3232,"Hàng mua đc đúng đợt giảm giá nên giá tốt, tuy nhiên chảo bị một vết bong chống dính! Shop chú ý kiểm tra hang fkho giao cho khách!",5,positive
3233,Hằng N. 02 thg 2 2022,5,neutral
3234,"Hàng nặng tay, chắc chắn, cảm ơn Tefal",5,positive
3235,Hàng ngon nghẻ đẹp đẽ đóng gói cẩn thận shipper tích cực dễ thương nói chung là ưng đó chắc đặt thêm vài cái nữa,5,positive
3236,hàng ngon ok còn bền hay ko phải chờ thiiwf giản mới biết được nồi đẹp nâu hầm nhanh nhừ mềm okela,5,positive
3237,"Hàng nguyên vẹn, đóng gói siêu chắc chắn và kỹ lưỡng. Cứ sợ hàng bị móp méo thì đổi trả mất công nhưng không ngờ, hi vọng sử dụng được lâu dài",5,positive
3238,Hàng nguyên vẹn.Chảo đẹp,5,positive
3239,"Hàng nhận đóng gói kỹ để không trầy. Chảo đẹp, dày dặn, đun nhanh, rất thich. Loại chảo sâu lòng xào chiên thoải mái",5,positive
3240,"hàng nhận đúng hẹn, trước mắt dùng tốt, độ bền cần thời gian để kiểm chứng. cảm ơn shop đã tặng quà!!!",5,positive
3241,Hang nhan duoc bi mop meo . Yeu cau co loi giai thich va mong duoc doi lai sp khac .,2,negative
3242,"hàng nhận được nhanh, chảo dày, chắc chắn, sẽ ủng hộ tiếp lần sau.........................",5,positive
3243,"Hàng nhận mình thấy đẹp ,chắc chăn, nhưng bị lồi ở giữa. Cho ít dầu thì chảy xuông vòng quanh, ở ko có gì luôn",5,positive
3244,"Hàng nhận nguyên vẹn, đẹp, chưa sử dụng nên chưa rõ chất lượng, mùi nhựa hơi nhiều, chưa thử mấy cách khử mùi nên cũng chưa rõ có hết k, nhưng nói chung nhận hàng ưng ý",4,positive
3245,"Hàng nhẹ nhàng. Xay mịn. Dùng ok, thời gian giao hàng nhanh chóng. Cối bằng nhựa..........",5,positive
3246,"Hàng nhìn đẹp, bao bọc tốt , hi vọng sử dụng tốt chỉ có điều hơi nặng . Sẽ tiếp tục ủng hộ các sản phẩm khác",5,positive
3247,"hàng nhìn ok. chắc tay, chưa sử dụng nên mình chưa biết men chống dính có bền kg. nhưng nhìn chung thì tốt, nên mua.",5,positive
3248,hàng nhìn rất đẹp và chất lượng..................................................,5,positive
3249,"Hàng nhìn tốt rồi , đóng gói cẩn thận , giaohangf nhanh, nặng lắm nếu người già cầm chắc mệt, hàng xịn thường nó vây",5,positive
3250,"Hàng nhìn xịn xò, chắc chắn, tuy là hàng khuyến mãi kèm n vẫn rất chất lượng, tkanks shop nhé!",5,positive
3251,"Hàng nhỏ gọn đúng yêu cầu, sôi nhanh. Chấm 5* nha",5,positive
3252,hàng như giới thiệu đóng gói cẩn thận shop giao hàng nhanh chóng rất hài lòng,5,positive
3253,"Hàng như hình, chắc chắn, thiết kế đẹp. Chưa dùng nên chưa biết thế nào, nếu dùng ok sẽ tiếp tục ủng hộ shop.",5,positive
3254,"hàng như hình, đẹp. chưa sử dụng nên chưa biết hiệu quả thế nào!",5,positive
3255,"Hàng như hình, lòng sâu phù hợp xào, sp cầm nhẹ tay, màu sắc cũng đẹp nên mua nhaaaaaaaaaaaaaaaaa",5,positive
3256,"hàng như hình,ok cảm ơn shop",5,positive
3257,hàng như hình. dùng tốt. mình nhận theo hình thức quà tặng cho bộ chảo. cảm ơn shop nhiều lắm.,5,positive
3258,"Hàng như mẫu, giao nhanh gói cẩn thận, tiếc xíu không thiết ký ly hứng nước ép. Cho shop 5 sao",5,positive
3259,"hàng như mô tả, cảm ơn shop nhé.",5,positive
3260,hàng như mô tả. rất đẹp. tks shop và lazada ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,5,positive
3261,hàng như mô tả.giá cả phù hợp. chất lượng cực tốt. chảo dùng cho mọi loại bếp. cả nhà nên mua. giao hàng cực nhanh(mình mua chưa đầy 24 tiếng đã có hàng). cảm ơn shop nhiều!,5,positive
3262,hàng như quảng cáo giá mềm . giao nhanh không tới 24h.,5,positive
3263,"Hàng như quảng cáo, có điều cán cầm hơi lỏng, shop lưu ý bắt vít cẩn thận trước khi giao. Shop giao hàng nhanh.",5,positive
3264,"hàng ok đã mua 2 lần ở shop, lần này giao hàng khá nhanh",5,positive
3265,Hàng OK đẹp mình rất ưng ý,5,positive
3266,"hàng ok lắm, thanks shop",5,positive
3267,hàng ok thank tefal,5,positive
3268,Hàng OK và đẹp nữa mình rất ưng ý,5,positive
3269,"hàng ok, giao hàng tot",5,positive
3270,hàng ok.vệ sinh dễ dàng.đẹp săn sale hôm 12/12 thấy có tặng quà kèm theo mà k thấy .nay tự nhiên anh giao hàng giao quà tặng .hơi bất ngờ luôn.cám ơn shop,5,positive
3271,"Hàng ổn , mẫu mã đẹp , giao hàng nhanh  , đóng gói chuẩn.Hàng dùng tốt , đúng mẫu mã . Dùng cực thích luôn .Chất lượng tuyệt vời ",5,positive
3272,"Hàng ổn, giao hàng nhanh. Chỉ có khi liên kết dịch vụ với đơn vị vận chuyển, thái độ của shipper rất kém học.",5,positive
3273,"hàng ổn,xứng đáng giá tiền,cảnh sale nên đc tặng đồ là hợp lí,mẫu mã đẹp,nồi dùng xịn xò,nên mua",5,positive
3274,Hàng ổn. Giao hàng nhanh. Đóng gói cẩn thận. Shop phản hồi thông tin kịp thời.,5,positive
3275,hàng quá đẹp,5,positive
3276,"Hàng quá đẹp , chắc sẽ dùng hàng Tefal nhiều hơn .",5,positive
3277,"hàng quá đẹp, sắc sảo",5,positive
3278,Hàng quá đẹp. Hơi bé chút.,5,positive
3279,hàng quá ok. gói hàng quá kỹ luôn,5,positive
3280,hàng quá xịn đẹp chất lượng tốt đất là lần mua thứ 3 của M ,5,positive
3281,"Hàng rất chất lượng, đóng gói cẩn thận. Cảm ơn se ủng hộ",5,positive
3282,Hàng rất đẹp,5,positive
3283,"hàng rất đẹp ,shop đóng gói rất kỹ vô cfung ưng bụng nha shop",5,positive
3284,hàng rất đẹp đóng gói cẩn thận hàng chính hãng.,4,positive
3285,hàng rất đẹp giao nhanh,5,positive
3286,hàng rất đẹp mặc dù chưa dùng nhưng rất ưng. lầnbsau sẽ ủng hộ tiếp,5,positive
3287,"hàng rất đẹp mình rất hài lòng, đóng gói cẩn thận, kỹ càng, giao hàng nhanh rất ok. nên mua nha",5,positive
3288,hàng rất đẹp mình rất vui khi nhận hàng cửa hàng .và giao hàng. không có để bàn cảm ơn tất cả ......hài lòng,5,positive
3289,Hàng rất đẹp và sang ! Chưa dùng nên chưa đánh giá về sp được ! Sẽ cập nhật sau ! Quà tặng cũng rất đẹp và xịn ! Rất thích shop ạ,5,positive
3290,"Hàng rất đẹp, chảo dày. Đóng gói cẩn thận, giao hàng nhanh.",5,positive
3291,"Hàng rất đẹp, đóng gói kỹ, giao hàng nhanh, chưa sử dụng nhưng nhìn rất ưng ý, sẽ ủng hộ shop lần sau",5,positive
3292,"hàng rất đẹp, mình rất thích",5,positive
3293,"Hàng rất đẹp, shop đồng gói cẩn thận 5*",5,positive
3294,Hàng rất đẹp. Đóng gói cẩn thận. Giao hàng sớm. Cám ơn shop!!!!,5,positive
3295,Hàng rất đẹp. Giá tốt.,5,positive
3296,Hàng rất good! Sử dụng nướng đồ ăn ngon tuyệt à. Cảm ơn shop,5,positive
3297,"Hàng rất ok , giao hàng nhanh , cứng cáp. chảo dày , cầm rata đầm tay. mình mua 3 bộ, đợi 2 bộ kia về review tiếp",5,positive
3298,Hàng rất rất đẹp,5,positive
3299,"Hàng rất tốt, giao hàng nhanh, thái đoj phục vụ rất hài lòng, là sau sẽ mua lại khi có nhu cầu ạ , ....",5,positive
3300,Hàng rất ưng ý- gói cẩn thận - giao hàng nhanh ,5,positive
3301,Hàng rất xịn đẹp nha M rất hài lòng,5,positive
3302,"Hàng rất xịn, đóng gói cẩn thận, giao rất nhanh",5,positive
3303,Hàng săn sale 12/12 nên giá khá tốt. Được tặng thêm 1 cái nồi hình như size 24. Nội cầm nặng tay. Dày dặn. Đáng tiền lắm,5,positive
3304,"Hàng săn sale nhưng giao nhanh, đóng gói rất cẩn thận. Máy cứng cáp, chạy tốt, mà theo ý kiến cá nhân mình thấy lưỡi dao khá mảnh so với máy cũ của mình. Hi vọng sẽ sử dụng máy này lâu bền. ",5,positive
3305,Hàng sản xuất CN chán....,1,negative
3306,hàng sản xuất tại Pháp nhìn rất ưng ý chắc chắn thiết kế tay cầm rất thuận lợi và mẫu màu nhìn sang trọng,5,positive
3307,"Hàng ship nhanh, nồi rất cứng cáp, chảo bé cảm giác hơi mỏng, chảo sâu lòng cũng oke, cầm nhẹ chắc tay. Nói chung rất ổn. Chỉ mong dùng bền.",5,positive
3308,"hàng tận kèm, chất lượng, đẹp lắm nha moi nguoi, tiếc là không nấu bệp từ được. sẽ ũng hô shop lan sau nha.",5,positive
3309,"Hàng tặng , ko xài đc cho bếp nhà mình nhưng chảo đẹp ❤️",5,positive
3310,hàng tặng đẹp,5,positive
3311,"hàng tặng kèm đã đến nhưng chảo chưa thấy đến, hàng tặng kèm nhưng đóng gói kĩ càng, giao nhanh",5,positive
3312,"Hàng tặng kèm đẹp,đóng gói cẩn thận.chưa xài nên chưa đánh giá về chất lượng.",5,positive
3313,"Hàng tặng kèm khi mua nckd đẹp, mới nhưng chưa sài chưa biết. À ko bảo hành nha quí dị",5,positive
3314,"hàng tặng kèm khi mua nồi cơm điện. nồi to, đẹp, nấu tiện lợi. nhưng chỉ nấu được nồi hồng ngoại và bếp ga. không nấu được bếp từ, mọi người đọc kỹ lúc chọn sản phẩm. nhân viên giao hàng thân thiện.",5,positive
3315,"hàng tặng kèm khi mua nồi cơm. nhưng đóng gói cẩn thận, khá đẹp, nấu củng ổn lắm ạ",5,positive
3316,hàng tặng kèm mà khá xịn xò 😍😍😍,5,positive
3317,"Hàng tặng kèm máy xay da năng ,nhìn chắc chắn ,đẹp..",5,positive
3318,"Hàng tặng kèm nckd nhưng chất lượng ổn lắm, giao hàng nhanh, đóng gói cẩn thận, hàng ở ngoài nhìn sáng hơn trong ảnh.",5,positive
3319,"Hàng tặng kèm nên không có hộp, chỉ được gói trong miếng xốp bên ngoài. Giao rát nhanh, không bị móp méo. Đăng kí bảo hành mà chỉ cần chọn ngày mua và mã hàng, không cần thông tin mua hàng nên hơi bất ngờ.",5,positive
3320,Hàng tặng kèm nồi chiên không dầu. Đóng gói cẩn thận. Hàng đẹp.,5,positive
3321,"hàng tặng kèm nồi cơm điện. Chảo đẹp, chắc chắn",5,positive
3322,"hàng tặng kèm thôi nhưng cũng rất xịn sò, đóng gói thì bán giấy thôi chắc cũng 10k",5,positive
3323,Hàng tặng kèm trụ giá 600k hơn quả là sịn sò. Chảo này đc tặng kèm khi mua mây làm sữa hạt. Gói hàng kĩ càng. Giao cũng tầm 3-5 ngày. Chảo cầm chắc tay thiết kế đẹp,5,positive
3324,"Hàng tặng kèm, Chưa sử dụng nhưng nhìn rất đẹp, xin xò, sẽ đánh giá thêm khi sử dụng",5,positive
